"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US (USW00093738)",,,,,,,
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches),Next TAVG (Degrees Fahrenheit)
2049,35,43,26,0,0,0,36
2050,36,50,21,0,0,0,45
2051,45,57,32,0.01,0,0,55
2052,55,60,50,0.48,0,0,49
2053,49,61,37,0,0,0,42
2054,42,49,34,0,0,0,47
2055,47,53,41,0,0,0,48
2056,48,54,41,0,0,0,50
2057,50,63,37,0,0,0,46
2058,46,57,35,0,0,0,60
2059,60,68,51,1.93,0,0,46
2060,46,57,35,0,0,0,52
2061,52,73,31,0,0,0,52
2062,52,67,36,0,0,0,49
2063,49,62,35,0,0,0,51
2064,51,65,37,0.27,0,0,36
2065,36,43,29,0,0,0,39
2066,39,49,28,0,0,0,45
2067,45,55,34,0,0,0,53
2068,53,64,42,0.66,0,0,36
2069,36,43,29,0,0,0,40
2070,40,50,29,0,0,0,45
2071,45,54,35,0,0,0,36
2072,36,41,30,0,0,0,30
2073,30,36,24,0,0,0,31
2074,31,37,24,0.14,1,0,32
2075,32,33,30,1.02,5.8,5,30
2076,30,32,27,0.03,1,7,30
2077,30,36,24,0,0,4,29
2078,29,39,19,0,0,4,34
2079,34,44,23,0,0,4,50
2080,50,58,27,0.76,0,3,46
2081,46,55,37,0.99,0,0,34
2082,34,42,25,0,0,0,28
2083,28,34,22,0,0,0,31
2084,31,34,27,0.89,3.6,0,34
2085,34,41,27,0,0,1,35
2086,35,49,21,0,0,1,40
2087,40,49,31,0.34,0,0,35
2088,35,41,28,0,0,0,29
2089,29,34,24,0,0,0,30
2090,30,38,21,0,0,0,32
2091,32,44,20,0,0,0,44
2092,44,57,31,0,0,0,53
2093,53,62,43,0.02,0,0,46
2094,46,57,34,0.35,0,0,32
2095,32,40,24,0,0,0,37
2096,37,43,30,0,0,0,39
2097,39,52,26,0,0,0,37
2098,37,51,22,0,0,0,43
2099,43,60,25,0,0,0,41
2100,41,54,27,0.03,0,0,38
2101,38,53,22,0,0,0,40
2102,40,54,26,0,0,0,44
2103,44,51,37,0.19,0,0,51
2104,51,63,39,0,0,0,60
2105,60,73,47,0,0,0,44
2106,44,48,40,0.3,0,0,31
2107,31,41,21,0,0,0,20
2108,20,22,16,0,0,0,24
2109,24,33,14,0,0,0,23
2110,23,32,14,0.02,0.3,0,14
2111,14,20,7,0,0,0,19
2112,19,31,6,0,0,0,40
2113,40,53,27,0,0,0,40
2114,40,51,29,0,0,0,29
2115,29,34,24,0,0,0,27
2116,27,36,18,0,0,0,20
2117,20,27,13,0,0,0,28
2118,28,36,19,0.07,0.1,0,32
2119,32,37,26,0.27,0,0,25
2120,25,29,21,0,0,0,25
2121,25,29,20,0,0,0,23
2122,23,29,16,0,0,0,32
2123,32,45,19,0,0,0,21
2124,21,26,15,0,0,0,22
2125,22,27,17,0,0,0,16
2126,16,20,12,0.31,4,0,19
2127,19,22,15,0.13,1,5,22
2128,22,25,18,0.12,0.6,4,21
2129,21,29,12,0,0,5,20
2130,20,38,2,0,0,5,23
2131,23,28,17,0,0,3,19
2132,19,26,11,0,0,3,22
2133,22,32,12,0,0,3,22
2134,22,39,5,0,0,2,35
2135,35,41,28,0.5,0,2,32
2136,32,40,23,0,0,1,27
2137,27,36,18,0.13,0,1,32
2138,32,33,30,1.2,0,0,36
2139,36,42,30,0,0,0,30
2140,30,37,23,0,0,0,33
2141,33,46,19,0,0,0,42
2142,42,55,28,0,0,0,36
2143,36,43,29,0,0,0,35
2144,35,42,28,0,0,0,37
2145,37,49,24,0,0,0,37
2146,37,47,26,0,0,0,30
2147,30,38,22,0,0,0,24
2148,24,32,16,0,0,0,27
2149,27,38,16,0,0,0,34
2150,34,43,24,0,0,0,42
2151,42,59,25,0,0,0,45
2152,45,62,28,0,0,0,48
2153,48,55,40,0,0,0,38
2154,38,45,31,0,0,0,35
2155,35,48,22,0,0,0,44
2156,44,39,33,0.1,0,0,36
2157,36,44,27,0,0,0,34
2158,34,40,28,0,0,0,40
2159,40,48,32,0,0,0,43
2160,43,59,26,0,0,0,45
2161,45,67,22,0,0,0,49
2162,49,70,28,0,0,0,63
2163,63,73,53,0.17,0,0,51
2164,51,66,36,0,0,0,53
2165,53,57,48,0.11,0,0,57
2166,57,76,43,0,0,0,59
2167,59,70,48,0.96,0,0,48
2168,48,60,35,0.13,0,0,39
2169,39,47,31,0,0,0,36
2170,36,45,26,0,0,0,37
2171,37,42,31,0,0,0,40
2172,40,56,24,0,0,0,41
2173,41,48,33,0,0,0,38
2174,38,47,29,0,0,0,41
2175,41,56,26,0,0,0,55
2176,55,63,46,0,0,0,42
2177,42,50,33,0.27,0,0,34
2178,34,38,29,0.01,0,0,38
2179,38,47,29,0.09,0,0,38
2180,38,48,28,0.03,0,0,44
2181,44,62,26,0,0,0,46
2182,46,61,31,0,0,0,32
2183,32,40,24,0,0,0,35
2184,35,50,19,0,0,0,45
2185,45,65,24,0,0,0,59
2186,59,73,44,0.12,0,0,63
2187,63,78,48,0,0,0,61
2188,61,69,53,0.11,0,0,56
2189,56,66,45,0,0,0,47
2190,47,58,35,0,0,0,43
2191,43,49,37,0.02,0,0,48
2192,48,52,44,0.03,0,0,45
2193,45,47,42,0.95,0,0,43
2194,43,47,39,0.66,0,0,47
2195,47,54,40,0.02,0,0,41
2196,41,47,35,0.05,0,0,39
2197,39,47,30,0,0,0,45
2198,45,61,28,0,0,0,60
2199,60,75,44,0,0,0,48
2200,48,57,39,0.03,0,0,51
2201,51,63,38,0,0,0,51
2202,51,64,37,0,0,0,47
2203,47,52,42,0.01,0,0,45
2204,45,46,43,1.45,0,0,46
2205,46,49,42,0.34,0,0,48
2206,48,50,45,0.01,0,0,50
2207,50,63,37,0,0,0,49
2208,49,68,30,0,0,0,62
2209,62,82,41,0,0,0,70
2210,70,87,52,0,0,0,76
2211,76,90,61,0,0,0,71
2212,71,80,61,0.08,0,0,68
2213,68,81,55,0,0,0,71
2214,71,82,59,0,0,0,70
2215,70,83,56,0.46,0,0,63
2216,63,73,53,0,0,0,58
2217,58,65,51,0.05,0,0,59
2218,59,63,54,0.93,0,0,54
2219,54,66,41,0,0,0,
2220,,63,37,0,0,0,58
2221,58,78,37,0,0,0,66
2222,66,76,56,0,0,0,70
2223,70,78,61,0.17,0,0,68
2224,68,81,55,0.53,0,0,51
2225,51,56,45,0.1,0,0,52
2226,52,63,41,0,0,0,58
2227,58,74,41,0,0,0,60
2228,60,77,42,0,0,0,70
2229,70,87,53,0.28,0,0,61
2230,61,68,54,0,0,0,69
2231,69,86,52,0.19,0,0,73
2232,73,88,58,0,0,0,77
2233,77,87,66,0,0,0,76
2234,76,86,65,0,0,0,76
2235,76,86,65,0,0,0,77
2236,77,87,66,0,0,0,76
2237,76,87,65,0.19,0,0,73
2238,73,80,65,0.51,0,0,73
2239,73,82,64,0.01,0,0,74
2240,74,84,64,0,0,0,71
2241,71,77,64,0.02,0,0,69
2242,69,72,65,0.01,0,0,74
2243,74,82,65,0.37,0,0,74
2244,74,88,60,0,0,0,80
2245,80,90,70,0,0,0,79
2246,79,88,69,0,0,0,77
2247,77,87,67,0.1,0,0,74
2248,74,84,63,0.03,0,0,73
2249,73,83,62,0.02,0,0,72
2250,72,80,64,0.08,0,0,63
2251,63,73,53,0,0,0,63
2252,63,70,55,0.01,0,0,68
2253,68,76,59,0.44,0,0,69
2254,69,80,57,0.02,0,0,68
2255,68,82,54,0,0,0,69
2256,69,80,58,0.02,0,0,63
2257,63,66,59,0.17,0,0,58
2258,58,60,55,1.12,0,0,63
2259,63,71,55,0,0,0,70
2260,70,80,59,0,0,0,75
2261,75,86,63,0,0,0,79
2262,79,90,68,0,0,0,78
2263,78,87,68,0,0,0,67
2264,67,74,59,1.07,0,0,67
2265,67,77,57,0,0,0,66
2266,66,72,60,0,0,0,76
2267,76,84,68,0,0,0,79
2268,79,88,69,0.23,0,0,78
2269,78,86,70,0,0,0,81
2270,81,91,71,0.3,0,0,80
2271,80,89,70,0.01,0,0,74
2272,74,82,65,0,0,0,64
2273,64,74,54,0,0,0,66
2274,66,80,51,0,0,0,78
2275,78,86,69,0.61,0,0,71
2276,71,75,66,0.1,0,0,74
2277,74,85,62,0,0,0,75
2278,75,84,65,0.02,0,0,70
2279,70,80,60,0.06,0,0,66
2280,66,80,52,0,0,0,70
2281,70,81,59,0,0,0,70
2282,70,80,60,0,0,0,71
2283,71,84,57,0,0,0,76
2284,76,86,65,0,0,0,77
2285,77,89,64,0,0,0,77
2286,77,88,65,0,0,0,75
2287,75,81,69,1.22,0,0,81
2288,81,91,70,0.3,0,0,80
2289,80,89,70,0.01,0,0,77
2290,77,87,67,0.34,0,0,77
2291,77,87,67,0,0,0,75
2292,75,86,63,0,0,0,74
2293,74,84,63,0,0,0,77
2294,77,87,67,0,0,0,78
2295,78,84,71,0.15,0,0,80
2296,80,88,71,0.14,0,0,77
2297,77,88,65,0.19,0,0,72
2298,72,81,62,0,0,0,73
2299,73,84,61,0,0,0,72
2300,72,85,59,0,0,0,72
2301,72,79,65,0.05,0,0,73
2302,73,84,62,0,0,0,74
2303,74,86,61,0,0,0,76
2304,76,89,63,0,0,0,79
2305,79,90,68,0.37,0,0,79
2306,79,85,72,0.44,0,0,73
2307,73,78,67,0,0,0,69
2308,69,72,66,0.01,0,0,72
2309,72,77,67,0.08,0,0,79
2310,79,86,72,0.08,0,0,77
2311,77,85,69,0.34,0,0,76
2312,76,85,66,0,0,0,80
2313,80,88,72,0,0,0,82
2314,82,89,75,0,0,0,80
2315,80,87,72,0.43,0,0,79
2316,79,88,69,1.37,0,0,78
2317,78,88,68,0,0,0,79
2318,79,89,68,0.31,0,0,72
2319,72,77,66,0,0,0,64
2320,64,73,54,0.04,0,0,64
2321,64,77,51,0,0,0,67
2322,67,81,53,0,0,0,70
2323,70,84,55,0,0,0,76
2324,76,87,64,0,0,0,78
2325,78,86,69,0.23,0,0,74
2326,74,80,68,1.09,0,0,72
2327,72,79,65,0.04,0,0,68
2328,68,72,64,0.16,0,0,68
2329,68,78,58,0,0,0,73
2330,73,82,63,0,0,0,77
2331,77,83,61,0,0,0,76
2332,76,84,67,0,0,0,80
2333,80,88,71,0.02,0,0,79
2334,79,91,67,0,0,0,70
2335,70,78,61,0.09,0,0,67
2336,67,78,55,0,0,0,71
2337,71,84,58,0,0,0,73
2338,73,87,58,0,0,0,77
2339,77,84,69,0,0,0,75
2340,75,84,65,0,0,0,79
2341,79,86,71,0,0,0,80
2342,80,91,69,0,0,0,80
2343,80,89,70,0,0,0,78
2344,78,89,66,0,0,0,72
2345,72,83,61,0.01,0,0,72
2346,72,85,58,0,0,0,72
2347,72,84,59,0,0,0,70
2348,70,83,57,0,0,0,74
2349,74,85,63,0,0,0,72
2350,72,84,60,0.06,0,0,69
2351,69,74,63,0.12,0,0,74
2352,74,81,67,0.07,0,0,75
2353,75,78,72,1.17,0,0,72
2354,72,82,61,0.01,0,0,70
2355,70,82,58,0,0,0,70
2356,70,82,57,0,0,0,71
2357,71,80,61,0,0,0,72
2358,72,85,59,0,0,0,68
2359,68,76,60,0.08,0,0,67
2360,67,68,65,0.29,0,0,71
2361,71,76,65,0,0,0,75
2362,75,81,68,1.71,0,0,66
2363,66,74,58,0.68,0,0,59
2364,59,70,48,0,0,0,60
2365,60,72,47,0,0,0,64
2366,64,81,46,0,0,0,68
2367,68,85,51,0,0,0,69
2368,69,86,51,0,0,0,70
2369,70,81,58,0,0,0,66
2370,66,79,53,0,0,0,65
2371,65,75,55,0,0,0,67
2372,67,74,60,0,0,0,70
2373,70,75,64,1.61,0,0,68
2374,68,72,63,0,0,0,64
2375,64,75,53,0,0,0,63
2376,63,75,50,0,0,0,68
2377,68,75,61,0,0,0,61
2378,61,70,52,0,0,0,64
2379,64,75,52,0,0,0,53
2380,53,63,42,0,0,0,51
2381,51,66,36,0,0,0,57
2382,57,76,38,0,0,0,59
2383,59,76,42,0,0,0,62
2384,62,72,52,0,0,0,60
2385,60,70,50,0,0,0,53
2386,53,64,42,0,0,0,52
2387,52,69,34,0,0,0,49
2388,49,59,38,0.11,0,0,60
2389,60,69,51,0.02,0,0,55
2390,55,66,44,0.12,0,0,50
2391,50,61,39,0.02,0,0,50
2392,50,64,36,0,0,0,48
2393,48,65,31,0,0,0,56
2394,56,59,53,0.15,0,0,53
2395,53,54,52,0.35,0,0,53
2396,53,55,51,0.11,0,0,50
2397,50,55,45,0,0,0,48
2398,48,58,38,0,0,0,45
2399,45,51,39,0.12,0,0,53
2400,53,59,47,0,0,0,52
2401,52,66,38,0,0,0,53
2402,53,62,44,0,0,0,56
2403,56,64,48,0,0,0,56
2404,56,59,52,0.04,0,0,67
2405,67,75,58,0,0,0,69
2406,69,81,56,0,0,0,59
2407,59,69,48,0,0,0,60
2408,60,74,45,0,0,0,58
2409,58,70,45,0,0,0,48
2410,48,55,41,1.21,0,0,48
2411,48,56,40,0,0,0,48
2412,48,63,32,0,0,0,53
2413,53,71,34,0,0,0,46
2414,46,59,33,0,0,0,38
2415,38,49,27,0,0,0,38
2416,38,52,24,0,0,0,49
2417,49,58,40,0,0,0,46
2418,46,49,42,1.92,0,0,42
2419,42,49,34,0,0,0,39
2420,39,50,28,0,0,0,42
2421,42,60,23,0,0,0,47
2422,47,63,30,0,0,0,47
2423,47,61,32,0,0,0,57
2424,57,67,47,0.04,0,0,51
2425,51,60,42,0.07,0,0,55
2426,55,58,52,0.1,0,0,56
2427,56,62,50,0,0,0,54
2428,54,58,50,0.02,0,0,52
2429,52,54,49,0,0,0,59
2430,59,65,52,0.23,0,0,51
2431,51,65,36,0.1,0,0,37
2432,37,47,27,0,0,0,43
2433,43,53,33,0.02,0,0,48
2434,48,57,39,0.36,0,0,42
2435,42,51,32,0,0,0,44
2436,44,53,35,0.04,0,0,46
2437,46,56,35,0.41,0,0,40
2438,40,52,27,0,0,0,39
2439,39,51,27,0,0,0,37
2440,37,49,24,0,0,0,45
2441,45,60,30,0,0,0,45
2442,45,53,37,0.01,0,0,63
2443,63,64,45,0.38,0,0,
2444,,65,44,0,0,0,42
2445,42,46,38,0.74,0,0,48
2446,48,51,44,0.11,0,0,47
2447,47,54,39,0.04,0,0,44
2448,44,49,39,0,0,0,40
2449,40,47,33,0,0,0,33
2450,33,38,27,0,0,0,31
2451,31,37,24,0,0,0,32
2452,32,46,17,0,0,0,38
2453,38,49,27,0,0,0,34
2454,34,47,21,0,0,0,32
2455,32,46,17,0.01,0,0,16
2456,16,22,10,0,0,0,31
2457,31,45,17,0,0,0,43
2458,43,60,26,0,0,0,46
2459,46,60,32,1.3,0,0,26
2460,26,32,19,0,0,0,24
2461,24,31,17,0,0,0,25
2462,25,32,18,0,0,0,27
2463,27,31,22,0,0,0,25
2464,25,36,13,0,0,0,44
2465,44,55,32,0,0,0,39
2466,39,49,28,0,0,0,50
2467,50,60,40,0.01,0,0,51
2468,51,68,34,0,0,0,46
2469,46,50,41,0,0,0,54
2470,54,65,42,0,0,0,59
2471,59,69,48,0,0,0,44
2472,44,49,39,0.16,0,0,42
2473,42,44,39,0.02,0,0,43
2474,43,46,39,0.02,0,0,46
2475,46,53,39,0.16,0,0,37
2476,37,42,33,0,0,0,43
2477,43,56,30,0,0,0,42
2478,42,48,35,0,0,0,44
2479,44,51,37,0,0,0,56
2480,56,69,43,0.22,0,0,50
2481,50,67,33,1.79,0,0,32
2482,32,36,28,0,0,0,31
2483,31,36,26,0,0,0,22
2484,22,29,15,0,0,0,17
2485,17,23,11,0,0,0,19
2486,19,25,12,0.06,1,0,31
2487,31,37,25,0,0,1,22
2488,22,29,14,0,0,0,18
2489,18,23,12,0.28,3.3,0,18
2490,18,22,13,0,0,3,18
2491,18,28,7,0.01,0.2,2,33
2492,33,37,28,0,0,2,40
2493,40,49,30,0,0,0,24
2494,24,31,16,0,0,0,20
2495,20,28,11,0,0,0,23
2496,23,36,9,0.1,1,0,32
2497,32,36,27,0.32,1.9,2,28
2498,28,39,17,0,0,2,27
2499,27,40,14,0,0,1,28
2500,28,43,13,0,0,0,31
2501,31,35,27,0.09,1.4,0,40
2502,40,48,31,0,0,1,41
2503,41,54,28,0,0,0,41
2504,41,58,23,0,0,0,44
2505,44,59,28,0,0,0,48
2506,48,63,33,0,0,0,50
2507,50,61,38,0.03,0,0,39
2508,39,49,29,0.13,0,0,33
2509,33,41,25,0,0,0,42
2510,42,54,29,0,0,0,37
2511,37,49,25,0,0,0,38
2512,38,43,33,0.37,0,0,49
2513,49,63,35,0,0,0,48
2514,48,61,35,0,0,0,37
2515,37,45,29,0,0,0,27
2516,27,33,21,0,0,0,28
2517,28,40,15,0,0,0,34
2518,34,42,25,0.02,0,0,47
2519,47,59,34,0.08,0,0,45
2520,45,50,39,0.01,0,0,41
2521,41,47,34,0,0,0,31
2522,31,35,26,0.31,3.2,0,31
2523,31,37,24,0,0,3,32
2524,32,43,20,0,0,1,33
2525,33,40,25,0,0,0,32
2526,32,33,30,0.37,4.1,0,33
2527,33,39,27,0,0,4,30
2528,30,34,25,0,0,1,30
2529,30,36,24,0,0,0,32
2530,32,45,19,0,0,0,37
2531,37,45,29,0,0,0,42
2532,42,57,27,0,0,0,54
2533,54,69,39,0,0,0,41
2534,41,60,22,0.54,1,0,26
2535,26,35,17,0,0,1,30
2536,30,41,19,0,0.2,0,39
2537,39,51,27,0,0,0,37
2538,37,50,24,0,0,0,42
2539,42,48,35,0,0,0,38
2540,38,46,30,0,0,0,36
2541,36,49,23,0,0,0,38
2542,38,47,29,0,0,0,40
2543,40,47,32,0,0,0,42
2544,42,58,25,0,0,0,46
2545,46,62,29,0,0,0,51
2546,51,58,44,0.1,0,0,45
2547,45,53,36,0,0,0,42
2548,42,59,25,0.02,0,0,43
2549,43,46,39,1.67,0,0,42
2550,42,47,37,0,0,0,43
2551,43,46,40,0.03,0,0,45
2552,45,48,41,0,0,0,42
2553,42,46,37,0.21,0,0,47
2554,47,51,42,1.36,0,0,57
2555,57,66,47,0,0,0,52
2556,52,67,37,0,0,0,49
2557,49,55,43,0,0,0,54
2558,54,65,43,0.33,0,0,52
2559,52,62,42,2.07,0,0,47
2560,47,53,41,0,0,0,51
2561,51,64,38,0,0,0,53
2562,53,73,33,0,0,0,70
2563,70,86,53,0,0,0,67
2564,67,74,59,0.11,0,0,57
2565,57,67,47,0.07,0,0,55
2566,55,67,42,0,0,0,54
2567,54,73,35,0,0,0,58
2568,58,71,44,0,0,0,47
2569,47,56,37,0.01,0,0,52
2570,52,64,40,0.02,0,0,53
2571,53,67,39,0,0,0,47
2572,47,59,34,0,0,0,48
2573,48,64,31,0,0,0,53
2574,53,74,31,0,0,0,62
2575,62,78,46,0,0,0,66
2576,66,85,46,0,0,0,68
2577,68,86,50,0,0,0,62
2578,62,73,50,0.07,0,0,53
2579,53,54,51,0.64,0,0,59
2580,59,72,45,0.24,0,0,43
2581,43,48,38,0,0,0,49
2582,49,62,36,0,0,0,55
2583,55,72,37,0,0,0,60
2584,60,68,51,0.02,0,0,57
2585,57,68,45,0,0,0,53
2586,53,59,46,0.04,0,0,61
2587,61,67,54,0.72,0,0,55
2588,55,64,46,0.06,0,0,50
2589,50,62,37,0,0,0,46
2590,46,60,32,0,0,0,52
2591,52,62,42,0,0,0,51
2592,51,64,38,0,0,0,52
2593,52,59,45,0,0,0,53
2594,53,70,36,0,0,0,65
2595,65,79,51,0,0,0,61
2596,61,78,44,0,0,0,65
2597,65,78,51,0,0,0,72
2598,72,87,56,0,0,0,67
2599,67,74,60,0,0,0,59
2600,59,63,54,0,0,0,69
2601,69,84,54,1.31,0,0,67
2602,67,73,60,0.01,0,0,60
2603,60,67,53,0,0,0,59
2604,59,67,50,0,0,0,61
2605,61,74,48,0,0,0,60
2606,60,69,51,0.35,0,0,53
2607,53,58,48,1.86,0,0,57
2608,57,73,41,0.02,0,0,62
2609,62,76,47,0,0,0,63
2610,63,70,55,0.35,0,0,56
2611,56,58,53,0.83,0,0,54
2612,54,57,50,0.01,0,0,65
2613,65,81,49,0,0,0,67
2614,67,80,54,0,0,0,64
2615,64,77,51,0.02,0,0,62
2616,62,77,46,0,0,0,62
2617,62,76,48,0.04,0,0,65
2618,65,78,52,0,0,0,65
2619,65,79,51,0,0,0,61
2620,61,67,55,0.01,0,0,62
2621,62,64,59,0.36,0,0,70
2622,70,79,60,0,0,0,74
2623,74,88,60,0,0,0,79
2624,79,92,66,0.24,0,0,77
2625,77,89,64,0,0,0,77
2626,77,91,63,0,0,0,78
2627,78,87,68,0.05,0,0,80
2628,80,87,72,0,0,0,80
2629,80,88,72,0,0,0,77
2630,77,87,67,0,0,0,81
2631,81,90,72,0.15,0,0,80
2632,80,92,68,0.09,0,0,78
2633,78,86,70,0,0,0,72
2634,72,83,61,0,0,0,65
2635,65,76,54,0,0,0,66
2636,66,81,51,0,0,0,70
2637,70,77,63,0,0,0,63
2638,63,73,53,0,0,0,67
2639,67,82,51,0,0,0,73
2640,73,84,62,0.01,0,0,73
2641,73,83,62,0,0,0,76
2642,76,88,63,0,0,0,78
2643,78,91,64,0,0,0,77
2644,77,91,62,0,0,0,80
2645,80,91,69,0,0,0,80
2646,80,93,67,0.33,0,0,77
2647,77,86,68,0.67,0,0,78
2648,78,89,67,0.01,0,0,80
2649,80,90,70,0.01,0,0,79
2650,79,86,71,0,0,0,75
2651,75,84,65,0,0,0,75
2652,75,85,65,0,0,0,79
2653,79,87,70,1.43,0,0,77
2654,77,85,68,0,0,0,73
2655,73,80,66,1.59,0,0,74
2656,74,82,65,1.96,0,0,75
2657,75,86,63,0,0,0,76
2658,76,87,64,0,0,0,76
2659,76,89,63,0,0,0,80
2660,80,91,69,0,0,0,80
2661,80,87,72,0.66,0,0,76
2662,76,84,68,0.07,0,0,79
2663,79,85,72,1.01,0,0,82
2664,82,90,73,0.25,0,0,82
2665,82,89,74,0.01,0,0,82
2666,82,89,74,0,0,0,82
2667,82,89,74,0,0,0,82
2668,82,90,73,0,0,0,79
2669,79,90,67,0,0,0,81
2670,81,92,70,0,0,0,76
2671,76,88,64,0,0,0,74
2672,74,86,61,0.01,0,0,81
2673,81,94,68,0.18,0,0,85
2674,85,94,76,0,0,0,84
2675,84,96,71,0.58,0,0,74
2676,74,78,70,0,0,0,74
2677,74,76,71,0.09,0,0,77
2678,77,84,69,0,0,0,75
2679,75,82,67,0,0,0,
2680,,87,66,0,0,0,
2681,,92,67,0,0,0,
2682,,93,69,0,0,0,
2683,,95,69,0,0,0,
2684,,94,73,0,0,0,
2685,,89,70,0.02,0,0,
2686,,89,69,0,0,0,
2687,,86,70,0.74,0,0,
2688,,76,70,0.19,0,0,
2689,,87,71,0,0,0,
2690,,92,69,0,0,0,
2691,,95,73,0,0,0,
2692,,96,75,0,0,0,
2693,,95,75,0,0,0,
2694,,91,73,0,0,0,
2695,,83,69,0.46,0,0,
2696,,86,66,0,0,0,
2697,,87,62,0,0,0,
2698,,75,69,0.19,0,0,
2699,,90,71,0,0,0,
2700,,94,71,0,0,0,
2701,,88,63,0,0,0,
2702,,86,61,0,0,0,
2703,,84,61,0,0,0,
2704,,84,55,0,0,0,
2705,,77,59,0,0,0,
2706,,70,63,0.71,0,0,
2707,,87,69,0,0,0,
2708,,87,68,0,0,0,
2709,,86,72,0.01,0,0,
2710,,89,69,0,0,0,
2711,,86,65,0,0,0,
2712,,89,60,0,0,0,
2713,,83,61,0,0,0,
2714,,83,57,0,0,0,
2715,,85,59,0,0,0,
2716,,81,57,0,0,0,
2717,,83,53,0,0,0,
2718,,86,51,0,0,0,
2719,,87,55,0,0,0,
2720,,85,61,0,0,0,
2721,,85,58,0,0,0,
2722,,89,56,0,0,0,
2723,,91,54,0,0,0,
2724,,87,69,0,0,0,
2725,,91,71,0,0,0,
2726,,91,69,0.01,0,0,
2727,,90,66,0,0,0,
2728,,84,62,0,0,0,
2729,,87,59,0,0,0,
2730,,89,66,0,0,0,
2731,,86,57,0,0,0,
2732,,88,55,0,0,0,
2733,,93,68,0.01,0,0,
2734,,71,65,0,0,0,
2735,,78,66,0,0,0,
2736,,83,68,0.13,0,0,
2737,,80,50,0,0,0,
2738,,79,47,0,0,0,
2739,,76,55,0,0,0,
2740,,70,40,0,0,0,
2741,,83,42,0,0,0,
2742,,81,56,0,0,0,
2743,,81,51,0,0,0,
2744,,80,61,0,0,0,
2745,,82,63,0,0,0,
2746,,81,64,0.33,0,0,
2747,,75,69,3.5,0,0,
2748,,72,57,2.79,0,0,
2749,,63,55,0,0,0,
2750,,70,57,0,0,0,
2751,,65,60,0.13,0,0,
2752,,66,56,0,0,0,
2753,,62,54,0.11,0,0,
2754,,70,59,0.03,0,0,
2755,,80,52,0,0,0,
2756,,65,53,0,0,0,
2757,,69,47,0,0,0,
2758,,79,47,0,0,0,
2759,,77,43,0,0,0,
2760,,63,53,0,0,0,
2761,,54,49,0.22,0,0,
2762,,55,48,0.73,0,0,
2763,,63,47,0,0,0,
2764,,60,46,0.55,0,0,
2765,,46,41,0.83,0,0,
2766,,56,39,0,0,0,
2767,,56,33,0,0,0,
2768,,53,35,0,0,0,
2769,,53,33,0,0,0,
2770,,68,39,0,0,0,
2771,,73,33,0,0,0,
2772,,70,40,0,0,0,
2773,,62,37,0,0,0,
2774,,69,33,0,0,0,
2775,,70,44,0,0,0,
2776,,75,43,0,0,0,
2777,,77,48,0,0,0,
2778,,65,40,0,0,0,
2779,,69,36,0.13,0,0,
2780,,68,50,0,0,0,
2781,,67,38,0,0,0,
2782,,55,31,0,0,0,
2783,,62,28,0,0,0,
2784,,70,37,0,0,0,
2785,,62,51,0.01,0,0,
2786,,70,49,0,0,0,
2787,,74,43,0.78,0,0,
2788,,43,29,0,0,0,
2789,,40,26,0,0,0,
2790,,52,21,0,0,0,
2791,,61,30,0,0,0,
2792,,48,39,0.83,0,0,
2793,,50,35,0.31,0,0,
2794,,41,29,0.04,0.3,0,
2795,,50,23,0,0,0,
2796,,34,19,0,0,0,
2797,,47,20,0,0,0,
2798,,54,28,0.07,0,0,
2799,,67,44,0.04,0,0,
2800,,66,51,0.28,0,0,
2801,,53,36,0,0,0,
2802,,42,28,0,0,0,
2803,,40,27,0,0,0,
2804,,36,21,0.04,0,0,
2805,,49,33,0.11,0,0,
2806,,38,29,0.11,1.9,0,
2807,,37,23,0.04,0.7,3,
2808,,36,21,0,0,1,
2809,,35,18,0,0,0,
2810,,38,25,0.65,2.5,2,
2811,,41,14,0,0,1,
2812,,44,21,0,0,0,
2813,,37,27,0,0,0,
2814,,31,18,0,0,0,
2815,,25,13,0,0,0,
2816,,35,24,1.07,0.6,0,
2817,,45,31,0.11,0,0,
2818,,44,27,0,0,0,
2819,,45,27,0,0,0,
2820,,39,24,0,0,0,
2821,,39,17,0,0,0,
2822,,37,19,0,0,0,
2823,,42,19,0,0,0,
2824,,56,23,0,0,0,
2825,,59,27,0,0,0,
2826,,39,24,0.55,0,0,
2827,,46,35,0,0,0,
2828,,45,29,0,0,0,
2829,,53,27,0,0,0,
2830,,49,41,0.24,0,0,
2831,,47,31,0,0,0,
2832,,47,32,0,0,0,
2833,,48,32,0,0,0,
2834,,44,28,0.26,0,0,
2835,,43,40,0.15,0,0,
2836,,43,34,0,0,0,
2837,,52,39,0,0,0,
2838,,42,28,0,0,0,
2839,,39,21,0,0,0,
2840,,50,28,0,0,0,
2841,,63,43,0,0,0,
2842,,52,34,0,0,0,
2843,,50,39,0.25,0,0,
2844,,61,35,0,0,0,
2845,,62,31,0,0,0,
2846,,61,31,0.39,0,0,
2847,,40,26,0,0,0,
2848,,45,28,0,0,0,
2849,,59,29,0.01,0,0,
2850,,62,30,0.56,0,0,
