"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US (USW00093738)",,,,,,
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
2978,,61,31,0.05,0,0
2979,,47,43,2.13,0,0
2980,,62,38,0.19,0,0
2981,,70,33,0,0,0
2982,,70,43,0,0,0
2983,,68,45,0,0,0
2984,,52,43,0,0,0
2985,,67,41,0.25,0,0
2986,,72,45,0,0,0
2987,,74,44,0,0,0
2988,,59,48,0.52,0,0
2989,,72,55,0.11,0,0
2990,,74,42,0,0,0
2991,,65,53,0,0,0
2992,,68,50,0,0,0
2993,,73,50,0,0,0
2994,,83,52,0,0,0
2995,,84,59,0,0,0
2996,,84,60,0,0,0
2997,,81,55,0.06,0,0
2998,,63,48,0.39,0,0
2999,,57,43,0.11,0,0
3000,,77,41,0,0,0
3001,,57,38,0,0,0
3002,,65,28,0,0,0
3003,,83,42,0.01,0,0
3004,,86,51,0,0,0
3005,,86,55,0,0,0
3006,,84,56,0,0,0
3007,,84,57,0.2,0,0
3008,,84,56,0.64,0,0
3009,,81,56,0,0,0
3010,,68,53,0,0,0
3011,,69,56,0.02,0,0
3012,,66,47,1.22,0,0
3013,,70,44,0,0,0
3014,,83,42,0,0,0
3015,,86,57,0,0,0
3016,,81,50,0,0,0
3017,,88,56,0,0,0
3018,,87,59,0,0,0
3019,,85,59,0.15,0,0
3020,,76,64,0.02,0,0
3021,,81,58,0.04,0,0
3022,,70,44,0,0,0
3023,,72,40,0,0,0
3024,,73,43,0,0,0
3025,,73,44,0,0,0
3026,,81,54,0,0,0
3027,,83,56,0,0,0
3028,,84,64,0,0,0
3029,,87,64,1.31,0,0
3030,,75,60,0,0,0
3031,,83,60,0.08,0,0
3032,,75,52,0.23,0,0
3033,,74,46,0,0,0
3034,,83,53,0,0,0
3035,,82,56,0,0,0
3036,,86,57,0,0,0
3037,,88,56,0,0,0
3038,,88,57,0,0,0
3039,,79,53,0,0,0
3040,,75,46,0,0,0
3041,,67,58,0,0,0
3042,,79,58,0.22,0,0
3043,,86,58,0,0,0
3044,,88,65,0.2,0,0
3045,,86,59,0,0,0
3046,,78,60,0,0,0
3047,,82,60,0.36,0,0
3048,,78,57,0,0,0
3049,,82,53,0,0,0
3050,,83,51,0,0,0
3051,,89,58,0,0,0
3052,,82,65,0.08,0,0
3053,,75,52,0,0,0
3054,,79,44,0,0,0
3055,,81,47,0,0,0
3056,,92,59,0,0,0
3057,,90,60,0,0,0
3058,,94,67,0.1,0,0
3059,,92,63,0.01,0,0
3060,,92,64,0.07,0,0
3061,,82,55,0,0,0
3062,,86,52,0,0,0
3063,,87,47,0,0,0
3064,,88,61,0,0,0
3065,,84,66,2.23,0,0
3066,,79,65,0.08,0,0
3067,,84,59,0,0,0
3068,,92,61,0,0,0
3069,,86,56,0,0,0
3070,,83,59,0,0,0
3071,,90,69,0.03,0,0
3072,,88,59,0,0,0
3073,,84,56,0,0,0
3074,,88,56,0,0,0
3075,,88,59,0,0,0
3076,,88,65,2.28,0,0
3077,,77,60,0.02,0,0
3078,,78,60,0,0,0
3079,,71,64,0.29,0,0
3080,,84,67,0.01,0,0
3081,,90,65,0,0,0
3082,,89,65,0,0,0
3083,,89,62,0,0,0
3084,,89,64,0.03,0,0
3085,,90,67,0.18,0,0
3086,,87,66,0.66,0,0
3087,,90,70,0.01,0,0
3088,,92,69,0,0,0
3089,,90,64,0,0,0
3090,,88,57,1.03,0,0
3091,,79,57,0,0,0
3092,,80,57,0,0,0
3093,,82,58,0,0,0
3094,,82,58,0,0,0
3095,,84,60,0.1,0,0
3096,,81,61,0,0,0
3097,,78,59,0,0,0
3098,,84,57,0,0,0
3099,,88,55,0,0,0
3100,,88,59,0,0,0
3101,,89,63,0.77,0,0
3102,,87,59,0,0,0
3103,,90,62,0,0,0
3104,,89,60,0,0,0
3105,,84,56,0,0,0
3106,,87,65,0.06,0,0
3107,,87,65,0.01,0,0
3108,,85,55,0,0,0
3109,,83,52,0,0,0
3110,,77,63,0.67,0,0
3111,,81,58,0,0,0
3112,,83,54,0,0,0
3113,,85,56,0,0,0
3114,,89,54,0,0,0
3115,,89,59,0,0,0
3116,,90,60,0,0,0
3117,,89,61,0,0,0
3118,,84,55,0.01,0,0
3119,,77,49,0,0,0
3120,,80,44,0,0,0
3121,,82,55,0,0,0
3122,,91,67,0,0,0
3123,,88,58,0,0,0
3124,,81,54,0,0,0
3125,,83,50,0,0,0
3126,,81,48,0,0,0
3127,,82,63,0.2,0,0
3128,,91,65,0.02,0,0
3129,,77,52,0,0,0
3130,,77,45,0,0,0
3131,,82,47,0,0,0
3132,,89,57,0,0,0
3133,,92,64,0,0,0
3134,,94,63,0,0,0
3135,,83,64,0,0,0
3136,,84,66,0.24,0,0
3137,,76,55,0,0,0
3138,,80,49,0,0,0
3139,,89,57,0,0,0
3140,,94,61,0,0,0
3141,,92,62,0,0,0
3142,,92,66,0,0,0
3143,,92,63,0,0,0
3144,,91,60,0,0,0
3145,,73,53,0.57,0,0
3146,,67,45,0,0,0
3147,,61,40,0,0,0
3148,,67,38,0,0,0
3149,,69,40,0,0,0
3150,,73,38,0,0,0
3151,,84,50,0,0,0
3152,,65,38,0,0,0
3153,,72,32,0,0,0
3154,,79,38,0,0,0
3155,,80,38,0,0,0
3156,,77,47,0,0,0
3157,,77,51,0,0,0
3158,,79,56,0.01,0,0
3159,,74,57,0.01,0,0
3160,,75,53,0,0,0
3161,,79,52,0,0,0
3162,,80,54,0,0,0
3163,,71,53,0.93,0,0
3164,,54,40,0.04,0,0
3165,,52,34,0,0,0
3166,,67,35,0,0,0
3167,,68,34,0,0,0
3168,,58,38,0,0,0
3169,,59,50,1.06,0,0
3170,,70,56,0.04,0,0
3171,,69,47,0,0,0
3172,,65,42,0,0,0
3173,,65,46,0,0,0
3174,,61,47,0.03,0,0
3175,,54,46,0,0,0
3176,,53,43,0,0,0
3177,,55,44,0.01,0,0
3178,,55,46,0.54,0,0
3179,,56,51,0.12,0,0
3180,,66,45,0,0,0
3181,,57,48,0.02,0,0
3182,,57,41,0.72,0,0
3183,,44,35,1.95,0,0
3184,,54,42,0,0,0
3185,,57,34,0,0,0
3186,,65,34,0,0,0
3187,,61,29,0,0,0
3188,,56,43,0,0,0
3189,,58,47,0.23,0,0
3190,,59,55,0.8,0,0
3191,,60,50,0.99,0,0
3192,,59,49,0.19,0,0
3193,,58,50,0.61,0,0
3194,,55,42,0.22,0,0
3195,,47,34,0,0,0
3196,,49,26,0,0,0
3197,,48,28,0,0,0
3198,,59,32,0,0,0
3199,,59,41,0.26,0,0
3200,,55,31,0,0,0
3201,,61,31,0,0,0
3202,,54,22,0,0,0
3203,,37,22,0,0,0
3204,,37,15,0,0,0
3205,,44,28,0,0,0
3206,,53,28,0,0,0
3207,,59,35,0,0,0
3208,,57,42,0.01,0,0
3209,,62,33,0,0,0
3210,,55,30,0,0,0
3211,,75,34,0,0,0
3212,,59,31,0.01,0,0
3213,,61,36,0.04,0,0
3214,,49,24,0,0,0
3215,,47,30,0,0,0
3216,,37,18,0,0,0
3217,,42,17,0,0,0
3218,,58,29,0,0,0
3219,,57,29,0,0,0
3220,,48,27,0.08,0,0
3221,,39,36,0.38,0,0
3222,,43,35,0,0,0
3223,,46,25,0,0,0
3224,,43,22,0,0,0
3225,,49,20,0.98,0,0
3226,,53,38,0.03,0,0
3227,,49,28,0,0,0
3228,,61,28,0,0,0
3229,,49,29,0,0,0
3230,,39,30,0.42,0.2,0
3231,,40,32,0.79,0,0
3232,,39,34,0.14,0,0
3233,,42,24,0.07,0,0
3234,,37,20,0.05,0.5,0
3235,,32,18,0,0,1
3236,,39,17,0,0,0
3237,,36,21,0,0,0
3238,,36,15,0,0,0
3239,,37,19,0,0,0
3240,,34,23,0.89,8.5,0
3241,,37,27,0.81,6.9,15
3242,,38,8,0,0,13
3243,,43,8,0,0,12
3244,,38,23,0.69,0,10
3245,,45,34,0.04,0,7
3246,,34,23,0,0,4
3247,,32,17,0,0,4
3248,,28,11,0,0,4
3249,,34,21,0,0,4
3250,,34,17,0,0,4
3251,,42,25,0,0,4
3252,,44,23,0,0,4
3253,,33,28,0.25,0,4
3254,,47,30,0.02,0,4
3255,,40,27,0.01,0,3
3256,,32,18,0,0,3
3257,,33,13,0,0,3
3258,,28,8,0,0,3
3259,,23,12,0,0,3
3260,,32,17,0,0,3
3261,,46,12,0,0,3
3262,,47,27,0.11,0,2
3263,,47,27,0.05,0,1
3264,,39,24,0.28,0.6,0
3265,,39,24,0,0,0
3266,,48,26,0.01,0,0
3267,,26,15,0,0,0
3268,,28,10,0,0,0
3269,,42,5,0,0,0
3270,,52,33,0,0,0
3271,,33,11,0,0,0
3272,,21,9,0,0,0
3273,,25,10,0,0,0
3274,,30,11,0.03,0,0
3275,,30,23,0.17,0.2,0
3276,,39,30,0.2,0,0
3277,,51,27,0,0,0
3278,,43,23,1.07,0,0
3279,,39,35,0.53,0,0
3280,,37,17,0,0,0
3281,,34,9,0,0,0
3282,,49,14,0,0,0
3283,,62,33,0.03,0,0
3284,,53,26,1.26,0,0
3285,,36,22,0,0,0
3286,,40,20,0,0,0
3287,,42,21,0,0,0
3288,,52,19,0.01,0,0
3289,,65,27,0,0,0
3290,,62,37,0,0,0
3291,,70,38,0.06,0,0
3292,,55,38,0,0,0
3293,,42,39,1.22,0,0
3294,,46,36,0.01,0,0
3295,,45,35,0,0,0
3296,,60,28,0,0,0
3297,,56,32,0.09,0,0
3298,,71,38,0,0,0
3299,,65,36,0,0,0
3300,,58,31,0,0,0
3301,,45,30,0,0,0
3302,,40,33,1.33,1,1
3303,,34,24,0.08,0.6,1
3304,,52,21,0,0,1
3305,,62,23,0,0,0
3306,,52,29,0,0,0
3307,,36,25,0,0,0
3308,,45,25,0,0,0
3309,,49,20,0,0,0
3310,,51,33,0,0,0
3311,,58,33,0,0,0
3312,,68,31,0.01,0,0
3313,,49,38,0,0,0
3314,,69,43,0,0,0
3315,,70,37,0,0,0
3316,,45,31,0,0,0
3317,,50,23,0,0,0
3318,,48,35,0.52,0,0
3319,,43,34,0,0,0
3320,,51,29,0,0,0
3321,,61,26,0.24,0,0
3322,,44,28,0.01,0,0
3323,,41,21,0,0,0
3324,,43,17,0,0,0
3325,,35,27,0.08,0.8,0
3326,,52,21,0,0,0
3327,,62,26,0,0,0
3328,,57,34,0,0,0
3329,,50,29,0,0,0
3330,,57,24,0,0,0
3331,,75,26,0,0,0
3332,,64,36,0.57,0,0
3333,,62,30,0,0,0
3334,,67,27,0,0,0
3335,,58,38,0,0,0
3336,,46,34,1.26,0,0
3337,,56,34,0.49,0.3,0
3338,,60,30,0,0,0
3339,,78,32,0,0,0
3340,,61,34,0,0,0
3341,,70,25,0,0,0
3342,,79,31,0,0,0
3343,,86,38,0,0,0
3344,,68,41,0,0,0
3345,,59,28,0,0,0
3346,,70,32,0,0,0
3347,,69,34,0.14,0,0
3348,,69,44,0.01,0,0
3349,,73,41,0,0,0
3350,,74,36,0,0,0
3351,,80,43,0.01,0,0
3352,,58,43,0,0,0
3353,,66,36,0,0,0
3354,,67,38,0,0,0
3355,,68,42,0,0,0
3356,,67,41,0,0,0
3357,,64,41,0,0,0
3358,,65,46,0.08,0,0
3359,,59,44,0,0,0
3360,,64,37,0,0,0
3361,,69,39,0,0,0
3362,,57,42,0.12,0,0
3363,,57,38,0,0,0
3364,,66,37,0,0,0
3365,,78,48,0.03,0,0
3366,,75,51,0.03,0,0
3367,,62,53,0.24,0,0
3368,,63,53,0.4,0,0
3369,,75,45,0,0,0
3370,,74,45,0,0,0
3371,,81,42,0,0,0
3372,,74,60,0.04,0,0
3373,,67,51,1.93,0,0
3374,,77,45,0,0,0
3375,,69,48,0.21,0,0
3376,,61,51,0.95,0,0
3377,,79,46,0,0,0
3378,,84,45,0,0,0
3379,,88,53,0,0,0
3380,,80,60,1.44,0,0
3381,,70,51,0.42,0,0
3382,,70,49,0,0,0
3383,,73,39,0,0,0
3384,,78,46,0,0,0
3385,,77,56,0,0,0
3386,,80,50,0,0,0
3387,,72,46,0,0,0
3388,,62,44,0,0,0
3389,,61,53,0.74,0,0
3390,,62,53,1.33,0,0
3391,,82,60,0.59,0,0
3392,,78,51,0,0,0
3393,,76,55,0,0,0
3394,,84,62,0,0,0
3395,,87,59,0.72,0,0
3396,,86,61,0,0,0
3397,,86,62,0.54,0,0
3398,,90,60,0.93,0,0
3399,,87,65,0,0,0
3400,,79,60,0,0,0
3401,,79,57,0,0,0
3402,,83,52,0,0,0
3403,,81,65,0.07,0,0
3404,,82,60,0.04,0,0
3405,,85,65,0.45,0,0
3406,,65,58,0.06,0,0
3407,,68,58,0,0,0
3408,,80,54,0,0,0
3409,,81,55,0,0,0
3410,,82,59,0,0,0
3411,,86,62,0,0,0
3412,,88,63,0,0,0
3413,,85,65,0,0,0
3414,,85,66,0,0,0
3415,,89,64,0,0,0
3416,,90,64,0,0,0
3417,,90,70,0,0,0
3418,,89,67,0,0,0
3419,,92,66,0,0,0
3420,,82,71,0,0,0
3421,,92,70,0,0,0
3422,,92,71,0.11,0,0
3423,,88,63,0,0,0
3424,,84,56,0,0,0
3425,,85,53,0,0,0
3426,,87,50,0,0,0
3427,,90,63,0.09,0,0
3428,,92,62,0,0,0
3429,,94,59,0,0,0
3430,,90,70,0.28,0,0
3431,,93,70,0,0,0
3432,,78,61,0,0,0
3433,,85,53,0,0,0
3434,,86,62,0,0,0
3435,,90,63,0,0,0
3436,,89,56,0,0,0
3437,,92,62,0,0,0
3438,,93,63,0,0,0
3439,,87,66,0,0,0
3440,,84,69,0.45,0,0
3441,,83,59,0,0,0
3442,,83,54,0,0,0
3443,,87,54,0,0,0
3444,,87,61,0,0,0
3445,,92,58,0.15,0,0
3446,,88,67,0,0,0
3447,,93,70,0.1,0,0
3448,,85,65,0,0,0
3449,,85,60,0,0,0
3450,,89,67,0.69,0,0
3451,,82,69,0.27,0,0
3452,,84,71,0.01,0,0
3453,,86,70,0.25,0,0
3454,,88,69,0.19,0,0
3455,,89,70,0.93,0,0
3456,,83,65,0.49,0,0
3457,,81,58,0,0,0
3458,,83,54,0,0,0
3459,,86,56,0,0,0
3460,,90,62,0,0,0
3461,,90,61,0,0,0
3462,,90,67,0,0,0
3463,,90,69,0.57,0,0
3464,,79,56,0,0,0
3465,,83,52,0,0,0
3466,,86,55,0,0,0
3467,,88,55,0,0,0
3468,,81,65,0,0,0
3469,,84,61,0,0,0
3470,,82,66,0.04,0,0
3471,,87,68,0,0,0
3472,,90,62,0,0,0
3473,,90,66,0,0,0
3474,,81,66,0,0,0
3475,,83,61,0,0,0
3476,,79,46,0,0,0
3477,,84,47,0,0,0
3478,,84,59,0,0,0
3479,,73,69,1.98,0,0
3480,,82,63,0,0,0
3481,,81,59,0,0,0
3482,,85,56,0,0,0
3483,,85,60,0,0,0
3484,,70,66,1.19,0,0
3485,,78,64,0,0,0
3486,,84,62,0,0,0
3487,,87,61,0,0,0
3488,,89,67,0,0,0
3489,,89,68,0,0,0
3490,,86,64,0,0,0
3491,,87,65,0,0,0
3492,,89,65,0,0,0
3493,,87,62,0,0,0
3494,,85,72,0.57,0,0
3495,,74,70,0.73,0,0
3496,,79,62,0,0,0
3497,,80,58,0,0,0
3498,,84,61,0,0,0
3499,,85,61,0,0,0
3500,,78,62,0.61,0,0
3501,,80,62,0,0,0
3502,,78,65,0.12,0,0
3503,,82,68,0,0,0
3504,,73,53,0.08,0,0
3505,,66,50,0,0,0
3506,,70,60,0.02,0,0
3507,,70,45,0,0,0
3508,,69,43,0,0,0
3509,,63,48,0.31,0,0
3510,,73,60,0,0,0
3511,,78,59,0,0,0
3512,,79,54,0,0,0
3513,,76,58,0,0,0
3514,,71,64,0.17,0,0
3515,,78,68,0.61,0,0
3516,,83,67,0,0,0
3517,,72,63,0,0,0
3518,,75,65,2.04,0,0
3519,,76,51,0,0,0
3520,,65,42,0,0,0
3521,,64,37,0,0,0
3522,,66,47,0.19,0,0
3523,,58,51,1.95,0,0
3524,,67,42,0,0,0
3525,,70,40,0,0,0
3526,,70,44,0,0,0
3527,,77,50,0,0,0
3528,,78,45,0,0,0
3529,,65,48,0,0,0
3530,,70,50,0,0,0
3531,,64,46,0,0,0
3532,,75,43,0,0,0
3533,,65,53,0,0,0
3534,,69,44,0,0,0
3535,,66,49,0,0,0
3536,,65,60,0.47,0,0
3537,,69,61,0.36,0,0
3538,,68,63,3.39,0,0
3539,,70,54,0,0,0
3540,,67,49,0,0,0
3541,,75,51,0,0,0
3542,,76,53,0,0,0
3543,,74,54,0,0,0
3544,,74,66,0.01,0,0
3545,,80,68,0,0,0
3546,,84,65,0,0,0
3547,,69,45,0.37,0,0
3548,,52,32,0,0,0
3549,,57,28,0,0,0
3550,,63,31,0,0,0
3551,,58,29,0.13,0,0
3552,,44,23,0,0,0
3553,,46,19,0,0,0
3554,,54,34,0,0,0
3555,,52,32,0,0,0
3556,,63,29,0,0,0
3557,,71,40,0,0,0
3558,,57,32,0,0,0
3559,,65,36,0,0,0
3560,,62,38,0,0,0
3561,,59,32,0,0,0
3562,,63,32,0,0,0
3563,,65,36,0.02,0,0
3564,,51,35,0,0,0
3565,,48,34,0,0,0
3566,,40,28,0,0,0
3567,,38,24,0,0,0
3568,,36,24,1.81,2.9,1
3569,,43,33,0,0,1
3570,,45,28,0,0,0
3571,,43,34,0.1,0,0
3572,,49,28,0,0,0
3573,,43,29,0.7,0,0
3574,,48,35,0,0,0
3575,,39,26,0,0,0
3576,,35,18,0,0,0
3577,,31,14,0,0,0
3578,,46,19,0,0,0
3579,,41,19,0,0,0
3580,,46,29,0.07,0,0
3581,,53,46,0.83,0,0
3582,,49,46,0.01,0,0
3583,,51,46,0,0,0
3584,,60,44,0,0,0
3585,,64,30,0,0,0
3586,,61,28,0,0,0
3587,,57,28,0,0,0
3588,,49,28,0,0,0
3589,,71,41,0,0,0
3590,,72,44,0,0,0
3591,,53,35,0,0,0
3592,,41,22,0,0,0
3593,,46,18,0,0,0
3594,,54,38,0.07,0,0
3595,,60,38,0,0,0
3596,,40,18,0,0,0
3597,,41,13,0,0,0
3598,,59,33,0,0,0
3599,,52,30,0,0,0
3600,,63,45,0,0,0
3601,,73,52,0,0,0
3602,,66,36,0,0,0
3603,,46,23,0,0,0
3604,,66,36,0.02,0,0
3605,,62,28,0,0,0
3606,,43,19,0.01,0,0
3607,,44,35,0.42,0,0
3608,,50,22,0,0,0
3609,,40,31,0.56,0,0
3610,,42,23,0.22,0,0
3611,,34,16,0,0,0
3612,,44,16,0,0,0
3613,,42,26,0,0,0
3614,,47,28,0.32,0,0
3615,,51,42,0.01,0,0
3616,,58,42,0.04,0,0
3617,,55,33,0,0,0
3618,,67,47,0.04,0,0
3619,,47,24,0.13,0,0
3620,,30,5,0,0,0
3621,,14,-2,0,0,0
3622,,39,3,0,0,0
3623,,55,17,0,0,0
3624,,65,29,0,0,0
3625,,48,27,0.02,0,0
3626,,48,40,0.02,0,0
3627,,42,38,0.09,0,0
3628,,50,41,0.3,0,0
3629,,57,42,0,0,0
3630,,61,29,0.01,0,0
3631,,46,23,0,0,0
3632,,34,22,0.02,0,0
3633,,37,29,0.07,0,0
3634,,35,18,0,0,0
3635,,40,30,0,0,0
3636,,37,19,0,0,0
3637,,44,14,0,0,0
3638,,35,32,0.23,2.3,1
3639,,40,33,0.91,0,1
3640,,37,18,0,0,0
3641,,34,10,0,0,0
3642,,42,15,0.01,0,0
3643,,39,12,0,0,0
3644,,31,9,0,0,0
3645,,35,12,0,0,0
3646,,35,13,0,0,0
3647,,41,17,0,0,0
3648,,48,19,0.14,0,0
3649,,51,37,1.29,0,0
3650,,50,27,0,0,0
3651,,64,22,0,0,0
3652,,47,31,0,0,0
3653,,35,30,0.15,1.6,0
3654,,36,30,0.42,0,2
3655,,34,23,1.34,10,4
3656,,26,17,0,0,6
3657,,43,7,0,0,5
3658,,44,20,0,0,3
3659,,34,12,0.29,3,2
3660,,42,33,0.2,0,4
3661,,49,28,0.03,0,2
3662,,44,32,0.43,0,0
3663,,43,23,0,0,0
3664,,62,29,0,0,0
3665,,75,41,0,0,0
3666,,77,40,0,0,0
3667,,77,64,0,0,0
3668,,68,24,0.22,0.2,0
3669,,40,20,0,0,0
3670,,47,27,0,0,0
3671,,42,22,0,0,0
3672,,66,36,0,0,0
3673,,59,29,0,0,0
3674,,40,22,0,0,0
3675,,40,19,0,0,0
3676,,47,15,0,0,0
3677,,69,34,0.02,0,0
3678,,58,41,0.03,0,0
3679,,42,37,0.29,0,0
3680,,47,34,0,0,0
3681,,62,36,0.9,0,0
3682,,53,45,0.21,0,0
3683,,58,39,0,0,0
3684,,52,29,0,0,0
3685,,50,24,0,0,0
3686,,65,31,0,0,0
3687,,62,41,0.7,0,0
3688,,43,32,0,0,0
3689,,40,29,0,0,0
3690,,41,25,0,0,0
3691,,50,29,0,0,0
3692,,55,34,0,0,0
3693,,52,27,0,0,0
3694,,55,25,0,0,0
3695,,56,38,0,0,0
3696,,53,39,0,0,0
3697,,61,28,0.39,0,0
3698,,51,29,0,0,0
3699,,55,27,0,0,0
3700,,57,34,0.01,0,0
3701,,65,24,0,0,0
3702,,74,38,0,0,0
3703,,55,28,0.78,0.4,0
3704,,38,26,0,0,0
3705,,49,24,0,0,0
3706,,62,25,0,0,0
3707,,73,40,0,0,0
3708,,66,47,0,0,0
3709,,73,47,0.93,0,0
3710,,71,58,0,0,0
3711,,63,50,0.05,0,0
3712,,70,51,0.69,0,0
3713,,71,50,0,0,0
3714,,78,39,0,0,0
3715,,85,50,0,0,0
3716,,78,48,0,0,0
3717,,63,41,0.06,0,0
3718,,47,40,1.14,0,0
3719,,76,45,0.32,0,0
3720,,58,38,0.02,0,0
3721,,57,37,0,0,0
3722,,60,33,0,0,0
3723,,62,31,0,0,0
3724,,68,32,0,0,0
3725,,74,38,0,0,0
3726,,73,48,0.01,0,0
3727,,81,52,0,0,0
3728,,73,61,0,0,0
3729,,68,60,0.77,0,0
3730,,69,51,0.43,0,0
3731,,67,43,0,0,0
3732,,77,40,0,0,0
3733,,83,57,0,0,0
3734,,73,58,0.81,0,0
3735,,59,49,0.4,0,0
3736,,67,43,0.04,0,0
3737,,71,34,0,0,0
3738,,76,40,0,0,0
3739,,77,47,0,0,0
3740,,65,58,0.24,0,0
3741,,74,52,0.31,0,0
3742,,74,47,0,0,0
3743,,76,47,0.01,0,0
3744,,75,57,0.17,0,0
3745,,73,54,0.66,0,0
3746,,63,57,0.27,0,0
3747,,70,59,0,0,0
3748,,78,58,0.08,0,0
3749,,79,52,0,0,0
3750,,83,46,0,0,0
3751,,73,48,0,0,0
3752,,68,41,0,0,0
3753,,72,37,0,0,0
3754,,76,39,0,0,0
3755,,78,46,0,0,0
3756,,82,63,0.11,0,0
3757,,78,55,0.46,0,0
3758,,68,48,0,0,0
3759,,81,46,0,0,0
3760,,85,52,0,0,0
3761,,87,59,0.5,0,0
3762,,82,58,0,0,0
3763,,72,58,0.03,0,0
3764,,79,53,0,0,0
3765,,82,47,0,0,0
3766,,84,54,0,0,0
3767,,70,47,0,0,0
3768,,70,40,0,0,0
3769,,82,44,0,0,0
3770,,77,64,0.44,0,0
3771,,78,66,0.01,0,0
3772,,85,70,0,0,0
3773,,81,67,0.02,0,0
3774,,75,66,0.37,0,0
3775,,81,67,0.11,0,0
3776,,84,66,0,0,0
3777,,77,68,0.55,0,0
3778,,75,65,10.67,0,0
3779,,66,51,1.96,0,0
3780,,61,51,0.47,0,0
3781,,72,48,0.05,0,0
3782,,74,57,0,0,0
3783,,78,55,0,0,0
3784,,81,56,0,0,0
3785,,80,63,0.46,0,0
3786,,80,66,1.3,0,0
3787,,78,64,1.25,0,0
3788,,87,63,0,0,0
3789,,89,64,0.37,0,0
3790,,88,68,0.22,0,0
3791,,80,65,0,0,0
3792,,68,58,0.17,0,0
3793,,73,60,0,0,0
3794,,79,57,0,0,0
3795,,78,59,0.05,0,0
3796,,84,62,0,0,0
3797,,87,65,0,0,0
3798,,87,64,0,0,0
3799,,83,69,0.04,0,0
3800,,88,71,0.1,0,0
3801,,90,66,0,0,0
3802,,90,71,0,0,0
3803,,90,71,0.28,0,0
3804,,89,68,0,0,0
3805,,89,70,0,0,0
3806,,92,70,0,0,0
3807,,93,72,0,0,0
3808,,94,74,0,0,0
3809,,95,75,0,0,0
3810,,94,72,0,0,0
3811,,93,72,0,0,0
3812,,91,72,0,0,0
3813,,85,63,0,0,0
3814,,80,68,0.01,0,0
3815,,82,65,0,0,0
3816,,72,64,0.01,0,0
3817,,67,62,0.22,0,0
3818,,80,65,0.06,0,0
3819,,88,60,0,0,0
3820,,87,66,0.01,0,0
3821,,90,67,0.36,0,0
3822,,83,64,0.5,0,0
3823,,80,58,0,0,0
3824,,83,56,0,0,0
3825,,87,68,0,0,0
3826,,85,62,0,0,0
3827,,87,62,0,0,0
3828,,78,52,0,0,0
3829,,80,47,0,0,0
3830,,86,60,0,0,0
3831,,86,66,0.07,0,0
3832,,89,62,0,0,0
3833,,82,56,0,0,0
3834,,77,49,0,0,0
3835,,71,62,0.42,0,0
3836,,87,65,0,0,0
3837,,87,62,0,0,0
3838,,86,58,0,0,0
3839,,86,54,0,0,0
3840,,86,59,0,0,0
3841,,89,63,0,0,0
3842,,93,64,0,0,0
3843,,95,67,0,0,0
3844,,93,69,0.18,0,0
3845,,89,70,0.55,0,0
3846,,83,64,0,0,0
3847,,87,60,0,0,0
3848,,87,61,0,0,0
3849,,85,59,0,0,0
3850,,78,60,0,0,0
3851,,78,65,0.19,0,0
3852,,85,59,0,0,0
3853,,77,54,0.08,0,0
3854,,71,50,0,0,0
3855,,81,45,0,0,0
3856,,84,48,0,0,0
3857,,86,50,0,0,0
3858,,85,57,0,0,0
3859,,77,45,0,0,0
3860,,77,44,0,0,0
3861,,80,62,0.01,0,0
3862,,90,65,0,0,0
3863,,92,63,0.22,0,0
3864,,79,56,0,0,0
3865,,88,55,0,0,0
3866,,92,57,0,0,0
3867,,86,66,0.12,0,0
3868,,82,62,0,0,0
3869,,67,55,0,0,0
3870,,62,58,0.01,0,0
3871,,81,57,0,0,0
3872,,72,41,0,0,0
3873,,74,60,0.03,0,0
3874,,83,59,0,0,0
3875,,91,65,0,0,0
3876,,76,68,0.09,0,0
3877,,73,63,0,0,0
3878,,68,62,0.01,0,0
3879,,70,45,0.64,0,0
3880,,65,37,0,0,0
3881,,72,37,0,0,0
3882,,73,39,0,0,0
3883,,73,44,0,0,0
3884,,72,59,0.02,0,0
3885,,72,63,0.68,0,0
3886,,69,51,0.27,0,0
3887,,77,45,0,0,0
3888,,63,34,0,0,0
3889,,60,31,0,0,0
3890,,65,28,0,0,0
3891,,71,43,0,0,0
3892,,67,47,0,0,0
3893,,71,44,0,0,0
3894,,65,33,0,0,0
3895,,63,35,0,0,0
3896,,76,47,0,0,0
3897,,51,40,0.15,0,0
3898,,42,28,0.69,0.1,0
3899,,49,20,0,0,0
3900,,55,22,0,0,0
3901,,64,40,0,0,0
3902,,66,36,0.02,0,0
3903,,73,48,0,0,0
3904,,58,35,0,0,0
3905,,56,26,0,0,0
3906,,63,26,0,0,0
3907,,59,48,1.61,0,0
3908,,68,48,0,0,0
3909,,61,38,0,0,0
3910,,47,34,0,0,0
3911,,52,43,0.52,0,0
3912,,69,52,0,0,0
3913,,72,49,0,0,0
3914,,64,48,0,0,0
3915,,60,33,0,0,0
3916,,56,29,0,0,0
3917,,62,28,0.02,0,0
3918,,60,52,1.29,0,0
3919,,56,38,0,0,0
3920,,56,26,0,0,0
3921,,61,43,0,0,0
3922,,57,33,0,0,0
3923,,60,29,0.03,0,0
